"factual_id","name","address","address_extended","po_box","locality","region","post_town","admin_region","postcode","country","tel","fax","latitude","longitude","neighborhood","website","email","category_ids","category_labels","chain_name","chain_id","hours","hours_display","existence","cuisine","price","rating","payment_cashonly","reservations","open_24hrs","founded","attire","attire_required","attire_prohibited","parking","parking_valet","parking_garage","parking_street","parking_lot","parking_validated","parking_free","smoking","meal_breakfast","meal_lunch","meal_dinner","meal_deliver","meal_takeout","meal_cater","alcohol","alcohol_bar","alcohol_beer_wine","alcohol_byob","kids_goodfor","kids_menu","groups_goodfor","accessible_wheelchair","seating_outdoor","wifi","owner","room_private","options_vegetarian","options_vegan","options_glutenfree","options_lowfat","options_organic","options_healthy"
"0cb5feb7-1de3-461d-80fa-3645502feb8f","Z Pizza","28152 S Western Ave",,,"San Pedro","CA",,,"90732","us","(310) 831-3728",,"33.764271","-118.310851","[`Harbor`;`Northwest San Pedro`;`Miraleste`;`southbaycity`;`Nw San Pedro`]","http://www.zpizza.com",,"[363]","[[`Social`;`Food and Dining`;`Restaurants`;`Pizza`]]",,,"{`monday`=>[[`9:30`, `20:00`]], `tuesday`=>[[`9:30`, `20:00`]], `wednesday`=>[[`9:30`, `20:00`]], `thursday`=>[[`9:30`, `20:00`]], `friday`=>[[`9:30`, `20:30`]], `saturday`=>[[`11:00`, `20:30`]], `sunday`=>[[`12:00`, `20:30`]]}","Mon-Thu 9:30 AM-8:00 PM| Fri 9:30 AM-8:30 PM| Sat 11:00 AM-8:30 PM| Sun 12:00 PM-8:30 PM","0.3","[`Pizza`;`Subs`;`American`]","2",,"false","false","false",,"business casual",,,,,,,,,,,,"true","true","true",,"true","false","false","false","false","true",,,,,"false",,,"true",,,,,"true"
"53d1226a-a2aa-4210-9148-728b09dbc93d","TCBY","2110 N Lacrosse St",,,"Rapid City","SD",,,"57701","us","(605) 348-2448",,"44.1065","-103.2036",,"http://www.tcby.com",,"[344]","[[`Social`;`Food and Dining`;`Ice Cream Parlors`]]",,,,,"0.4","[`Ice Cream`]","1",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,
"1b09204a-5631-432d-8092-da211c53f1ea","Alfy's Pizza","808 150th St SW",,,"Lynnwood","WA",,,"98087","us","(425) 268-9551",,"47.861735","-122.243176","[`Martha Lake`]",,,"[363]","[[`Social`;`Food and Dining`;`Restaurants`;`Pizza`]]",,,,,"0.6","[`Pizza`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"af2a4d00-6f96-4c73-a000-9ab506570ec1","Friendly Corner","12936 Plant Rd",,,"Alpine","AL",,,"35014","us","(256) 268-2280",,"33.370462","-86.325023",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`American`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0cfd1a79-576d-4c5c-9c43-a07f8304c4ae","TL Cakes","7710 Brentwood Blvd","Ste B1",,"Brentwood","CA",,,"94513","us","(925) 513-3688",,"37.944185","-121.695444",,"http://www.tlcakes.com",,"[340]","[[`Social`;`Food and Dining`;`Bakeries`]]",,,,,"0.6","[`Bakery`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cae4d6d5-61ae-4b8f-87e0-682feff2a763","Grotta Azzurra Italian Restaurant","6535 Princeton Ave",,,"Moorpark","CA",,,"93021","us","(805) 529-7558","(805) 529-9866","34.294751","-118.857243",,"http://www.thegrotta.com",,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`Italian`;`Pizza`;`European`;`Cafe`]","2","4.0","false","true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,
"4924dc8b-1bfb-48f9-9d76-6375d0dca1a4","Camp House","103 Al Highway 66 W",,,"Safford","AL",,,"36773","us","(334) 573-0077",,"32.277726","-87.393077",,,,"[312]","[[`Social`;`Bars`]]",,,,,"0.3","[`American`]","2",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,
"68409b19-d0dd-4ac4-8969-d70baeb6d3e5","Diamond House Chinese Restaurant","650 W Andrew Johnson Hwy",,,"Greeneville","TN",,,"37745","us","(423) 639-6440","(423) 639-6440","36.175043","-82.83334",,,,"[352]","[[`Social`;`Food and Dining`;`Restaurants`;`Chinese`]]",,,"{`monday`=>[[`11:00`, `14:30`]], `tuesday`=>[[`11:00`, `14:30`]], `wednesday`=>[[`11:00`, `14:30`]], `thursday`=>[[`11:00`, `14:30`]], `friday`=>[[`11:00`, `14:30`]], `saturday`=>[[`17:00`, `21:30`]], `sunday`=>[[`11:30`, `20:30`]]}","Mon-Fri 11:00 AM-2:30 PM| Sat 5:00 PM-9:30 PM| Sun 11:30 AM-8:30 PM","0.7","[`Chinese`;`Asian`;`Pan Asian`;`Cafe`]","2","4.5","false",,"false",,"smart casual",,,"true",,,,,,,,,"true","true","true",,,,,,,,,,,,"false",,"true",,,,,,
"7a3c63b5-ec3a-4562-9a3e-8a44efdf4a32","Great American Grill","4449 Ridgemont Dr",,,"Abilene","TX",,,"79606","us","(325) 690-6432",,"32.396321","-99.764563","[`Wylie`]",,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.5","[`American`;`Grill`;`Italian`;`Spanish`]","1",,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,
"5c2ef3e9-66a2-4a30-b5bb-26e6bf3df393","J P's Deli","911 Radio Rd",,,"Little Egg Harbor Twp","NJ",,,"08087","us","(609) 294-8488",,"39.569251","-74.369745",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.3","[`Deli`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03b0e4c9-b145-4fad-b481-010aab8b4cda","Nannis Cafe","450 Carillon Pkwy",,,"Saint Petersburg","FL",,,"33716","us","(727) 561-7461",,"27.885617","-82.660524","[`Feather Sound`]","http://www.nanniscafe.webs.com","nanniscafe@verizon.net","[353]","[[`Social`;`Food and Dining`;`Restaurants`;`Delis`]]",,,"{`monday`=>[[`9:00`, `15:00`]], `tuesday`=>[[`9:00`, `15:00`], [`9:00`, `15:00`]], `wednesday`=>[[`9:00`, `15:00`], [`9:00`, `15:00`]], `thursday`=>[[`9:00`, `15:00`]], `friday`=>[[`9:00`, `15:00`]]}","Mon-Fri 9:00 AM-3:00 PM","0.7","[`Cafe`;`Deli`]",,,"false",,"false",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,
"5f0ecb7e-5204-4476-b1f6-2afa057b23e1","Hacienda Las Glorias","2822 University Ave",,,"Waterloo","IA",,,"50701","us","(319) 833-0705",,"42.497065","-92.381551",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.3","[`Mexican`]","2",,,,,,,,,,,,,,,,,,,,"false",,,,,,,"true",,,,,,,,,,,,,
"78458e50-6e0b-4c4b-ae0d-24c98d09a939","Psc","5450 Far Hills Ave",,,"Dayton","OH",,,"45429","us","(937) 433-3544",,"39.668526","-84.162521",,,,"[312]","[[`Social`;`Bars`]]",,,,,"0.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04422ca0-d854-4670-bcfd-4261fe26343d","Kendall Tavern","6310 Gilmore Ave",,,"Omaha","NE",,,"68107","us","(402) 734-5997",,"41.1954","-95.9448","[`South Omaha`;`Southeast Omaha`]","http://www.kendalltavern.com",,"[312,347]","[[`Social`;`Bars`],[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.6","[`Pub Food`]","2",,,,,,,,,,,,,,,,,,,,"false",,,"true","true","true",,,,,,,,,,,,,,,
"f157eab3-e861-41d9-a444-519ab9349050","Baskin-Robbins","1299 University Ave",,,"Riverside","CA",,,"92507","us","(951) 369-7018","(951) 369-7294","33.975799","-117.339943","[`University`;`Canyon Crest`]","http://www.baskinrobbins.com",,"[344]","[[`Social`;`Food and Dining`;`Ice Cream Parlors`]]",,,,,"0.3","[`Ice Cream`;`Grill`;`Sushi`;`American`;`Cafe`]","1",,,"false",,,"casual",,,,,,,,,,,"true",,,"false","true",,"false","false","false","false",,,,,,,,,,,,,,
"2201892f-3c74-4e40-97bf-d1470dca3523","Indian Clove","2071 Clove Rd",,,"Staten Island","NY",,,"10304","us","(718) 442-5100",,"40.604872","-74.083261","[`Concord`]","http://www.indianclove.com","emailahamed@gmail.com","[357,368]","[[`Social`;`Food and Dining`;`Restaurants`;`Indian`],[`Social`;`Food and Dining`;`Restaurants`;`Vegan and Vegetarian`]]",,,"{`monday`=>[[`11:30`, `17:00`, `Lunch`], [`17:00`, `22:30`, `Dinner`]], `tuesday`=>[[`11:30`, `17:00`, `Lunch`], [`17:00`, `22:30`, `Dinner`]], `wednesday`=>[[`11:30`, `17:00`, `Lunch`], [`17:00`, `22:30`, `Dinner`]], `thursday`=>[[`11:30`, `17:00`, `Lunch`], [`17:00`, `22:30`, `Dinner`]], `friday`=>[[`11:30`, `17:00`, `Lunch`], [`17:00`, `23:00`, `Dinner`]], `saturday`=>[[`11:30`, `17:00`, `Lunch`], [`17:00`, `23:00`, `Dinner`]], `sunday`=>[[`11:30`, `17:00`, `Lunch`], [`17:00`, `22:30`, `Dinner`]]}","Mon-Thu 11:30 AM-10:30 PM| Fri-Sat 11:30 AM-11:00 PM| Sun 11:30 AM-10:30 PM","1","[`Indian`;`Vegetarian`;`Contemporary`;`Eclectic`;`Fusion`]","2","3.5","false","true","false",,"casual",,,"true",,,,"true",,,"false","true","true","true","true","true","true","true","true","true",,"true",,"true","true",,"true",,"true","true","true",,,,"true"
"1c8b9174-5d8c-4604-a493-f5520aa25c9f","International Catering","6112 33rd St E",,,"Bradenton","FL",,,"34203","us","(941) 727-6828",,"27.432349","-82.522005",,"http://www.intercater.net",,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4","[`International`]",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,
"2964db0c-ed33-458b-9e7a-f28f33848c5a","Cafe Truc MAI","441 W Chew Ave",,,"Philadelphia","PA",,,"19120","us","(215) 549-0737",,"40.038008","-75.129524",,,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.3","[`Cafe`;`Coffee`]","2",,"false",,,,"smart casual",,,,,,,,,,,,,,"false",,,,,,,,,,,,"false",,,,,,,,
"0de88466-e030-4625-8264-68a0d68ea00b","Dominick's Italian Restaurant","477 N Oxnard Blvd",,,"Oxnard","CA",,,"93030","us","(805) 483-7933",,"34.207049","-119.177412","[`Wilson`]","http://www.dominicksoxnard.com",,"[358,363]","[[`Social`;`Food and Dining`;`Restaurants`;`Italian`],[`Social`;`Food and Dining`;`Restaurants`;`Pizza`]]",,,"{`monday`=>[[`18:00`, `22:00`, `Dinner`]], `tuesday`=>[[`12:00`, `14:30`, `Lunch`], [`18:00`, `22:00`, `Dinner`]], `wednesday`=>[[`12:00`, `14:30`, `Lunch`], [`18:00`, `22:00`, `Dinner`]], `thursday`=>[[`12:00`, `14:30`, `Lunch`], [`18:00`, `22:00`, `Dinner`]], `friday`=>[[`12:00`, `14:30`, `Lunch`], [`18:00`, `22:00`, `Dinner`]], `saturday`=>[[`18:00`, `22:00`, `Dinner`]], `sunday`=>[[`18:00`, `22:00`, `Dinner`]]}","Mon 6:00 PM-10:00 PM| Tue-Fri 12:00 PM-2:30 PM, 6:00 PM-10:00 PM| Sat-Sun 6:00 PM-10:00 PM","0.8","[`Italian`;`Pizza`;`European`;`Salad`;`Soup`]","2","4.0","false","true","false",,"casual",,,"true",,,"true","true",,,,"true","true","true","true","true","true","true","true","true",,"true",,"true","true",,"false",,,"true",,,,,"true"
"0e11d5c5-8f45-4be8-8d6e-e7419823fabb","Rita's Water Ice","1258 Norman Eskridge Hwy",,,"Seaford","DE",,,"19973","us","(302) 628-4294",,"38.65276","-75.595148","[`The Island`]","http://www.ritasice.com",,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,"{`monday`=>[[`12:00`, `21:00`]], `tuesday`=>[[`12:00`, `21:00`]], `wednesday`=>[[`12:00`, `21:00`]], `thursday`=>[[`12:00`, `21:00`]], `friday`=>[[`12:00`, `22:00`]], `saturday`=>[[`12:00`, `22:00`]], `sunday`=>[[`12:00`, `21:00`]]}","Mon-Thu 12:00 PM-9:00 PM| Fri-Sat 12:00 PM-10:00 PM| Sun 12:00 PM-9:00 PM","0.8","[`Ice Cream`;`Frozen Yogurt`;`Cafe`]","1",,"false","false","false",,"casual",,,"true",,,,,,,,,,,"false",,,"false","false","false","false","true",,,,,"false",,,,,,,,
"651c6f10-ef24-4067-933e-28ea7edf14c9","Sandwi2go","1711 Coral Way",,,"Coral Gables","FL",,,"33145","us","(786) 398-8827",,"25.750944","-80.222204","[`Brickell`;`Coral Way`]","http://www.sandwi2go.com",,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,"{`monday`=>[[`18:00`, `22:00`]], `tuesday`=>[[`18:00`, `22:00`]], `wednesday`=>[[`18:00`, `22:00`]], `thursday`=>[[`18:00`, `22:00`]], `friday`=>[[`18:00`, `22:00`]], `saturday`=>[[`18:00`, `22:00`]]}","Mon-Sat 6:00 PM-10:00 PM","0.5","[`Sandwiches`;`South American`;`Venezuelan`]","1",,"false",,"false",,,,,,,,,,,,,"true","true","true","true","true","true",,,,,,,,,,"true",,,,,,,,
"4be52ebf-89b7-48ec-a8f7-85ca4eb2ad34","CoCo Restaurant","2723 W Division St",,,"Chicago","IL",,,"60622","us","(773) 384-4811","(773) 384-4812","41.902776","-87.695303","[`Humboldt Park`;`West Town`;`Bucktown / Wicker Park`;`Humboldt Park/Garfield Park`;`West Side`;`West and Near West Side`;`Humboldt`;`West Park`]","http://www.cocochicago.com","2723coco@gmail.com","[364,312]","[[`Social`;`Food and Dining`;`Restaurants`;`Seafood`],[`Social`;`Bars`]]",,,"{`monday`=>[[`11:00`, `17:00`, `Lunch`], [`17:00`, `22:00`, `Dinner`]], `tuesday`=>[[`11:00`, `17:00`, `Lunch`], [`17:00`, `22:00`, `Dinner`]], `wednesday`=>[[`11:00`, `17:00`, `Lunch`], [`17:00`, `22:00`, `Dinner`]], `thursday`=>[[`11:00`, `17:00`, `Lunch`], [`17:00`, `22:00`, `Dinner`]], `friday`=>[[`11:00`, `17:00`, `Lunch`]], `saturday`=>[[`11:00`, `17:00`, `Lunch`]], `sunday`=>[[`11:00`, `17:00`, `Lunch`], [`17:00`, `22:00`, `Dinner`]]}","Mon-Thu 11:00 AM-10:00 PM| Fri-Sat 11:00 AM-5:00 PM| Sun 11:00 AM-10:00 PM","1","[`Caribbean`;`Puerto Rican`;`Latin American`;`Latin`;`Contemporary`]","2","3.5","false","true","false",,"casual",,,"true","false","false","true","false","false",,"false","true","true","true","true","true","true","true","true","true",,"false",,"true","true","true",,,"true","true","true",,,,"true"
"53f8cc50-22b3-47a5-baa6-877ba6e243d5","Asian View Chinese Restaurant","5411 US Highway 158",,,"Advance","NC",,,"27006","us","(336) 940-6430","(336) 940-6426","36.006255","-80.435083",,"http://www.asiachineserestaurant.com",,"[352]","[[`Social`;`Food and Dining`;`Restaurants`;`Chinese`]]",,,,,"0.7","[`Asian`;`Chinese`;`Cafe`]","2",,,,,,,,,"true",,,,"true",,,,,,,"true","true","true",,,,,"true",,,,,,,,,,,,,
"a774fe82-6d40-434b-8dbc-d28fedce3b8c","Grotto Restaurant","301 N Broadway Ave",,,"West Bend","IA",,,"50597","us","(515) 887-3591",,"42.96416","-94.445223",,"http://www.westbendgrotto.com",,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.6","[`American`;`Cafe`]","2",,"false",,,,"smart casual",,,"true",,,,,,,,,,,"false",,,,,,,,,,,,"false",,,,,,,,
"225ffc14-c541-4161-994e-8663d93fea1b","Sphinx Cafe","901 E Carson St",,,"Pittsburgh","PA",,,"15203","us","(412) 481-1918",,"40.428762","-79.989845","[`South Side`;`Allentown`]","http://www.sphinx-cafe.com",,"[357]","[[`Social`;`Food and Dining`;`Restaurants`;`Indian`]]",,,"{`monday`=>[[`16:00`, `00:30`]], `tuesday`=>[[`16:00`, `00:30`]], `wednesday`=>[[`16:00`, `00:30`]], `thursday`=>[[`16:00`, `00:30`]], `friday`=>[[`16:00`, `2:00`]], `saturday`=>[[`16:00`, `2:00`]], `sunday`=>[[`16:00`, `00:30`]]}","Mon-Thu 4:00 PM-12:30 AM| Fri-Sat 4:00 PM-2:00 AM| Sun 4:00 PM-12:30 AM","0.8","[`Cafe`;`Egyptian`;`Coffee`;`Tea`;`Kosher`]","1",,"false",,"false",,"smart casual",,,"true",,,"true","true",,,,"true","true",,"false",,"true","true","true","true","true",,,,,,"false","Bruce Klein",,"true","true",,,,"true"
"4bf38fea-b6eb-464a-bc9a-405c25b6ad83","Dulce and Toast","400 W Nolana Ave",,,"McAllen","TX",,,"78504","us","(956) 972-1155",,"26.240769","-98.218021","[`Merito`]",,,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4c01bc8e-df14-4094-b955-4225c7d68a6f","Popeyes Chicken and Biscuits","6418 Springfield Plz","`# B`",,"Springfield","VA",,,"22150","us","(703) 569-7371",,"38.780766","-77.18938",,"http://www.popeyes.com",,"[355]","[[`Social`;`Food and Dining`;`Restaurants`;`Fast Food`]]",,,"{`monday`=>[[`10:00`, `21:00`]], `tuesday`=>[[`10:00`, `13:00`], [`15:00`, `20:00`]], `wednesday`=>[[`11:00`, `15:00`], [`17:00`, `19:00`]], `thursday`=>[[`10:00`, `14:00`], [`16:00`, `21:00`]], `friday`=>[[`10:00`, `14:00`], [`16:00`, `21:00`]], `saturday`=>[[`11:00`, `22:00`]]}","Mon 10:00 AM-9:00 PM| Tue 10:00 AM-1:00 PM, 3:00 PM-8:00 PM| Wed 11:00 AM-3:00 PM, 5:00 PM-7:00 PM| Thu-Fri 10:00 AM-2:00 PM, 4:00 PM-9:00 PM| Sat 11:00 AM-10:00 PM","0.9","[`Chicken`;`Fast Food`;`Cajun`;`Southern`;`Creole`]","1",,"false","false","false",,"business casual",,,"true",,,,,,,,,"true",,"true","true","true","false","false","false","false","true",,,,,"false",,,,,,,,
"0b384128-7025-49c7-be9f-54929f12c087","Bennett","1412 Arrowhead Dr",,,"Maumee","OH",,,"43537","us","(419) 865-0232",,"41.582397","-83.685256",,"http://www.bennettmanagement.com",,"[347]","[[`Social`;`Food and Dining`;`Restaurants`]]",,,,,"0.4",,,,,,,,"business casual",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,
"bfcfb01c-3aa8-42fa-90eb-3cbb12521698","Restaurant Acapulco","5310 Hull Street Rd",,,"Richmond","VA",,,"23224","us","(804) 308-2135",,"37.49107","-77.491084",,,,"[361]","[[`Social`;`Food and Dining`;`Restaurants`;`Mexican`]]",,,,,"0.4","[`Mexican`]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
